Folder dataImp created!
Folder monitor created!
Folder picture created!
Folder train_par created!
Using cpu device
---------------------------------
| rollout/           |          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -85.5       |
| time/                   |             |
|    fps                  | 53          |
|    iterations           | 359         |
|    time_elapsed         | 83471       |
|    total_timesteps      | 4487500     |
| train/                  |             |
|    approx_kl            | 0.009183898 |
|    clip_fraction        | 0.0902      |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.85        |
|    explained_variance   | 0.316       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.87        |
|    n_updates            | 3580        |
|    policy_gradient_loss | 0.00245     |
|    std                  | 0.103       |
|    value_loss           | 5.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -85.7       |
| time/                   |             |
|    fps                  | 53          |
|    iterations           | 360         |
|    time_elapsed         | 83878       |
|    total_timesteps      | 4500000     |
| train/                  |             |
|    approx_kl            | 0.010464838 |
|    clip_fraction        | 0.16        |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.859       |
|    explained_variance   | 0.295       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.49        |
|    n_updates            | 3590        |
|    policy_gradient_loss | 0.00622     |
|    std                  | 0.102       |
|    value_loss           | 5.36        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -86.3        |
| time/                   |              |
|    fps                  | 53           |
|    iterations           | 361          |
|    time_elapsed         | 84290        |
|    total_timesteps      | 4512500      |
| train/                  |              |
|    approx_kl            | 0.0045017204 |
|    clip_fraction        | 0.107        |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.86         |
|    explained_variance   | 0.283        |
|    learning_rate        | 0.0005       |
|    loss                 | 2.67         |
|    n_updates            | 3600         |
|    policy_gradient_loss | 0.00169      |
|    std                  | 0.102        |
|    value_loss           | 5.79         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -87.8        |
| time/                   |              |
|    fps                  | 53           |
|    iterations           | 362          |
|    time_elapsed         | 84688        |
|    total_timesteps      | 4525000      |
| train/                  |              |
|    approx_kl            | 0.0153657915 |
|    clip_fraction        | 0.123        |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.869        |
|    explained_variance   | 0.275        |
|    learning_rate        | 0.0005       |
|    loss                 | 2.73         |
|    n_updates            | 3610         |
|    policy_gradient_loss | 0.00317      |
|    std                  | 0.101        |
|    value_loss           | 5.81         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -89.3       |
| time/                   |             |
|    fps                  | 53          |
|    iterations           | 363         |
|    time_elapsed         | 85100       |
|    total_timesteps      | 4537500     |
| train/                  |             |
|    approx_kl            | 0.014209354 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.876       |
|    explained_variance   | 0.257       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.07        |
|    n_updates            | 3620        |
|    policy_gradient_loss | 0.00529     |
|    std                  | 0.101       |
|    value_loss           | 5.89        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -88.5        |
| time/                   |              |
|    fps                  | 53           |
|    iterations           | 364          |
|    time_elapsed         | 85504        |
|    total_timesteps      | 4550000      |
| train/                  |              |
|    approx_kl            | 0.0071938136 |
|    clip_fraction        | 0.1          |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.871        |
|    explained_variance   | 0.27         |
|    learning_rate        | 0.0005       |
|    loss                 | 2.72         |
|    n_updates            | 3630         |
|    policy_gradient_loss | 0.00307      |
|    std                  | 0.101        |
|    value_loss           | 5.75         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -89.1        |
| time/                   |              |
|    fps                  | 53           |
|    iterations           | 365          |
|    time_elapsed         | 85906        |
|    total_timesteps      | 4562500      |
| train/                  |              |
|    approx_kl            | 0.0125689935 |
|    clip_fraction        | 0.132        |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.871        |
|    explained_variance   | 0.231        |
|    learning_rate        | 0.0005       |
|    loss                 | 3.14         |
|    n_updates            | 3640         |
|    policy_gradient_loss | 0.00402      |
|    std                  | 0.101        |
|    value_loss           | 5.53         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88         |
| time/                   |             |
|    fps                  | 53          |
|    iterations           | 366         |
|    time_elapsed         | 86314       |
|    total_timesteps      | 4575000     |
| train/                  |             |
|    approx_kl            | 0.009043789 |
|    clip_fraction        | 0.0977      |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.874       |
|    explained_variance   | 0.267       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.19        |
|    n_updates            | 3650        |
|    policy_gradient_loss | 0.00325     |
|    std                  | 0.101       |
|    value_loss           | 5.87        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.9       |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 367         |
|    time_elapsed         | 86721       |
|    total_timesteps      | 4587500     |
| train/                  |             |
|    approx_kl            | 0.006860277 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.883       |
|    explained_variance   | 0.255       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.98        |
|    n_updates            | 3660        |
|    policy_gradient_loss | 0.0042      |
|    std                  | 0.0994      |
|    value_loss           | 5.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -87.3       |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 368         |
|    time_elapsed         | 87123       |
|    total_timesteps      | 4600000     |
| train/                  |             |
|    approx_kl            | 0.010906529 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.894       |
|    explained_variance   | 0.26        |
|    learning_rate        | 0.0005      |
|    loss                 | 2.24        |
|    n_updates            | 3670        |
|    policy_gradient_loss | 0.0044      |
|    std                  | 0.0987      |
|    value_loss           | 5.44        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.1       |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 369         |
|    time_elapsed         | 87532       |
|    total_timesteps      | 4612500     |
| train/                  |             |
|    approx_kl            | 0.008635694 |
|    clip_fraction        | 0.166       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.9         |
|    explained_variance   | 0.292       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.05        |
|    n_updates            | 3680        |
|    policy_gradient_loss | 0.0079      |
|    std                  | 0.0979      |
|    value_loss           | 5.6         |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 499       |
|    ep_rew_mean          | -85.5     |
| time/                   |           |
|    fps                  | 52        |
|    iterations           | 370       |
|    time_elapsed         | 87939     |
|    total_timesteps      | 4625000   |
| train/                  |           |
|    approx_kl            | 0.0047892 |
|    clip_fraction        | 0.156     |
|    clip_range           | 0.2       |
|    entropy_loss         | 0.907     |
|    explained_variance   | 0.31      |
|    learning_rate        | 0.0005    |
|    loss                 | 3.15      |
|    n_updates            | 3690      |
|    policy_gradient_loss | 0.0057    |
|    std                  | 0.0976    |
|    value_loss           | 5.58      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.2       |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 371         |
|    time_elapsed         | 88339       |
|    total_timesteps      | 4637500     |
| train/                  |             |
|    approx_kl            | 0.006557446 |
|    clip_fraction        | 0.132       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.905       |
|    explained_variance   | 0.305       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.73        |
|    n_updates            | 3700        |
|    policy_gradient_loss | 0.00348     |
|    std                  | 0.0981      |
|    value_loss           | 5.67        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -85.7        |
| time/                   |              |
|    fps                  | 52           |
|    iterations           | 372          |
|    time_elapsed         | 88750        |
|    total_timesteps      | 4650000      |
| train/                  |              |
|    approx_kl            | 0.0070336526 |
|    clip_fraction        | 0.123        |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.901        |
|    explained_variance   | 0.306        |
|    learning_rate        | 0.0005       |
|    loss                 | 2.66         |
|    n_updates            | 3710         |
|    policy_gradient_loss | 0.00295      |
|    std                  | 0.0984       |
|    value_loss           | 5.66         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -85.9       |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 373         |
|    time_elapsed         | 89157       |
|    total_timesteps      | 4662500     |
| train/                  |             |
|    approx_kl            | 0.009752462 |
|    clip_fraction        | 0.169       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.902       |
|    explained_variance   | 0.286       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.19        |
|    n_updates            | 3720        |
|    policy_gradient_loss | 0.00712     |
|    std                  | 0.0981      |
|    value_loss           | 5.76        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.6       |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 374         |
|    time_elapsed         | 89557       |
|    total_timesteps      | 4675000     |
| train/                  |             |
|    approx_kl            | 0.010850032 |
|    clip_fraction        | 0.112       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.898       |
|    explained_variance   | 0.309       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.18        |
|    n_updates            | 3730        |
|    policy_gradient_loss | 0.0024      |
|    std                  | 0.0988      |
|    value_loss           | 5.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -87         |
| time/                   |             |
|    fps                  | 52          |
|    iterations           | 375         |
|    time_elapsed         | 89969       |
|    total_timesteps      | 4687500     |
| train/                  |             |
|    approx_kl            | 0.020532068 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.896       |
|    explained_variance   | 0.279       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.81        |
|    n_updates            | 3740        |
|    policy_gradient_loss | 0.00262     |
|    std                  | 0.0989      |
|    value_loss           | 6.01        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -88.5      |
| time/                   |            |
|    fps                  | 51         |
|    iterations           | 376        |
|    time_elapsed         | 90385      |
|    total_timesteps      | 4700000    |
| train/                  |            |
|    approx_kl            | 0.00997287 |
|    clip_fraction        | 0.15       |
|    clip_range           | 0.2        |
|    entropy_loss         | 0.895      |
|    explained_variance   | 0.294      |
|    learning_rate        | 0.0005     |
|    loss                 | 3.39       |
|    n_updates            | 3750       |
|    policy_gradient_loss | 0.00458    |
|    std                  | 0.0989     |
|    value_loss           | 5.91       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -89.5       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 377         |
|    time_elapsed         | 90780       |
|    total_timesteps      | 4712500     |
| train/                  |             |
|    approx_kl            | 0.017707955 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.9         |
|    explained_variance   | 0.272       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.1         |
|    n_updates            | 3760        |
|    policy_gradient_loss | 0.00513     |
|    std                  | 0.098       |
|    value_loss           | 6.09        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88.6       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 378         |
|    time_elapsed         | 91194       |
|    total_timesteps      | 4725000     |
| train/                  |             |
|    approx_kl            | 0.010154757 |
|    clip_fraction        | 0.0981      |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.916       |
|    explained_variance   | 0.274       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.8         |
|    n_updates            | 3770        |
|    policy_gradient_loss | 0.00206     |
|    std                  | 0.0957      |
|    value_loss           | 5.92        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -87.9      |
| time/                   |            |
|    fps                  | 51         |
|    iterations           | 379        |
|    time_elapsed         | 91603      |
|    total_timesteps      | 4737500    |
| train/                  |            |
|    approx_kl            | 0.01141944 |
|    clip_fraction        | 0.134      |
|    clip_range           | 0.2        |
|    entropy_loss         | 0.936      |
|    explained_variance   | 0.285      |
|    learning_rate        | 0.0005     |
|    loss                 | 2.43       |
|    n_updates            | 3780       |
|    policy_gradient_loss | 0.00363    |
|    std                  | 0.0943     |
|    value_loss           | 5.58       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.8       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 380         |
|    time_elapsed         | 92000       |
|    total_timesteps      | 4750000     |
| train/                  |             |
|    approx_kl            | 0.008278534 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.944       |
|    explained_variance   | 0.294       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.11        |
|    n_updates            | 3790        |
|    policy_gradient_loss | 0.00372     |
|    std                  | 0.0941      |
|    value_loss           | 5.77        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.4       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 381         |
|    time_elapsed         | 92412       |
|    total_timesteps      | 4762500     |
| train/                  |             |
|    approx_kl            | 0.007046081 |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.946       |
|    explained_variance   | 0.302       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.25        |
|    n_updates            | 3800        |
|    policy_gradient_loss | 0.00404     |
|    std                  | 0.0937      |
|    value_loss           | 5.9         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -86.8        |
| time/                   |              |
|    fps                  | 51           |
|    iterations           | 382          |
|    time_elapsed         | 92823        |
|    total_timesteps      | 4775000      |
| train/                  |              |
|    approx_kl            | 0.0073181666 |
|    clip_fraction        | 0.126        |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.956        |
|    explained_variance   | 0.27         |
|    learning_rate        | 0.0005       |
|    loss                 | 2.72         |
|    n_updates            | 3810         |
|    policy_gradient_loss | 0.00349      |
|    std                  | 0.0925       |
|    value_loss           | 5.84         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -87.3       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 383         |
|    time_elapsed         | 93217       |
|    total_timesteps      | 4787500     |
| train/                  |             |
|    approx_kl            | 0.009971958 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.968       |
|    explained_variance   | 0.29        |
|    learning_rate        | 0.0005      |
|    loss                 | 2.69        |
|    n_updates            | 3820        |
|    policy_gradient_loss | 0.00483     |
|    std                  | 0.0912      |
|    value_loss           | 5.78        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -87.1      |
| time/                   |            |
|    fps                  | 51         |
|    iterations           | 384        |
|    time_elapsed         | 93634      |
|    total_timesteps      | 4800000    |
| train/                  |            |
|    approx_kl            | 0.01217851 |
|    clip_fraction        | 0.117      |
|    clip_range           | 0.2        |
|    entropy_loss         | 0.982      |
|    explained_variance   | 0.249      |
|    learning_rate        | 0.0005     |
|    loss                 | 3.15       |
|    n_updates            | 3830       |
|    policy_gradient_loss | 0.00316    |
|    std                  | 0.0903     |
|    value_loss           | 5.74       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.6       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 385         |
|    time_elapsed         | 94041       |
|    total_timesteps      | 4812500     |
| train/                  |             |
|    approx_kl            | 0.016957019 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.988       |
|    explained_variance   | 0.302       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.61        |
|    n_updates            | 3840        |
|    policy_gradient_loss | 0.00872     |
|    std                  | 0.09        |
|    value_loss           | 5.62        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88.1       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 386         |
|    time_elapsed         | 94438       |
|    total_timesteps      | 4825000     |
| train/                  |             |
|    approx_kl            | 0.016030278 |
|    clip_fraction        | 0.141       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.998       |
|    explained_variance   | 0.305       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.82        |
|    n_updates            | 3850        |
|    policy_gradient_loss | 0.00434     |
|    std                  | 0.0886      |
|    value_loss           | 5.92        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88.7       |
| time/                   |             |
|    fps                  | 51          |
|    iterations           | 387         |
|    time_elapsed         | 94847       |
|    total_timesteps      | 4837500     |
| train/                  |             |
|    approx_kl            | 0.009337017 |
|    clip_fraction        | 0.167       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1           |
|    explained_variance   | 0.252       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.92        |
|    n_updates            | 3860        |
|    policy_gradient_loss | 0.00647     |
|    std                  | 0.0887      |
|    value_loss           | 5.78        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -87.9        |
| time/                   |              |
|    fps                  | 50           |
|    iterations           | 388          |
|    time_elapsed         | 95261        |
|    total_timesteps      | 4850000      |
| train/                  |              |
|    approx_kl            | 0.0067537865 |
|    clip_fraction        | 0.19         |
|    clip_range           | 0.2          |
|    entropy_loss         | 0.999        |
|    explained_variance   | 0.273        |
|    learning_rate        | 0.0005       |
|    loss                 | 2.73         |
|    n_updates            | 3870         |
|    policy_gradient_loss | 0.0085       |
|    std                  | 0.0893       |
|    value_loss           | 5.73         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88.1       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 389         |
|    time_elapsed         | 95655       |
|    total_timesteps      | 4862500     |
| train/                  |             |
|    approx_kl            | 0.008375524 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | 0.998       |
|    explained_variance   | 0.262       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.24        |
|    n_updates            | 3880        |
|    policy_gradient_loss | 0.00393     |
|    std                  | 0.0888      |
|    value_loss           | 5.64        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.2       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 390         |
|    time_elapsed         | 96064       |
|    total_timesteps      | 4875000     |
| train/                  |             |
|    approx_kl            | 0.021052463 |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1           |
|    explained_variance   | 0.286       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.75        |
|    n_updates            | 3890        |
|    policy_gradient_loss | 0.00546     |
|    std                  | 0.0885      |
|    value_loss           | 5.57        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -85.4       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 391         |
|    time_elapsed         | 96467       |
|    total_timesteps      | 4887500     |
| train/                  |             |
|    approx_kl            | 0.007803973 |
|    clip_fraction        | 0.187       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1           |
|    explained_variance   | 0.299       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.03        |
|    n_updates            | 3900        |
|    policy_gradient_loss | 0.00777     |
|    std                  | 0.0891      |
|    value_loss           | 5.69        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.8       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 392         |
|    time_elapsed         | 96869       |
|    total_timesteps      | 4900000     |
| train/                  |             |
|    approx_kl            | 0.018636212 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.01        |
|    explained_variance   | 0.304       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.66        |
|    n_updates            | 3910        |
|    policy_gradient_loss | 0.00448     |
|    std                  | 0.0878      |
|    value_loss           | 5.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -85.7       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 393         |
|    time_elapsed         | 97275       |
|    total_timesteps      | 4912500     |
| train/                  |             |
|    approx_kl            | 0.013971245 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.01        |
|    explained_variance   | 0.287       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.67        |
|    n_updates            | 3920        |
|    policy_gradient_loss | 0.00573     |
|    std                  | 0.088       |
|    value_loss           | 5.74        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86         |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 394         |
|    time_elapsed         | 97685       |
|    total_timesteps      | 4925000     |
| train/                  |             |
|    approx_kl            | 0.039108373 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.02        |
|    explained_variance   | 0.334       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.35        |
|    n_updates            | 3930        |
|    policy_gradient_loss | 0.00664     |
|    std                  | 0.0869      |
|    value_loss           | 5.51        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.4       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 395         |
|    time_elapsed         | 98082       |
|    total_timesteps      | 4937500     |
| train/                  |             |
|    approx_kl            | 0.018493962 |
|    clip_fraction        | 0.128       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.03        |
|    explained_variance   | 0.308       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.85        |
|    n_updates            | 3940        |
|    policy_gradient_loss | 0.00377     |
|    std                  | 0.0868      |
|    value_loss           | 5.59        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -85.8       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 396         |
|    time_elapsed         | 98496       |
|    total_timesteps      | 4950000     |
| train/                  |             |
|    approx_kl            | 0.023275126 |
|    clip_fraction        | 0.144       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.04        |
|    explained_variance   | 0.29        |
|    learning_rate        | 0.0005      |
|    loss                 | 3.03        |
|    n_updates            | 3950        |
|    policy_gradient_loss | 0.00513     |
|    std                  | 0.0851      |
|    value_loss           | 5.96        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.2       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 397         |
|    time_elapsed         | 98896       |
|    total_timesteps      | 4962500     |
| train/                  |             |
|    approx_kl            | 0.013352427 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.05        |
|    explained_variance   | 0.327       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.49        |
|    n_updates            | 3960        |
|    policy_gradient_loss | 0.00544     |
|    std                  | 0.0851      |
|    value_loss           | 5.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -86.3       |
| time/                   |             |
|    fps                  | 50          |
|    iterations           | 398         |
|    time_elapsed         | 99302       |
|    total_timesteps      | 4975000     |
| train/                  |             |
|    approx_kl            | 0.007258743 |
|    clip_fraction        | 0.131       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.05        |
|    explained_variance   | 0.312       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.81        |
|    n_updates            | 3970        |
|    policy_gradient_loss | 0.00426     |
|    std                  | 0.0848      |
|    value_loss           | 5.76        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -86        |
| time/                   |            |
|    fps                  | 50         |
|    iterations           | 399        |
|    time_elapsed         | 99709      |
|    total_timesteps      | 4987500    |
| train/                  |            |
|    approx_kl            | 0.00826809 |
|    clip_fraction        | 0.128      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.05       |
|    explained_variance   | 0.284      |
|    learning_rate        | 0.0005     |
|    loss                 | 2.84       |
|    n_updates            | 3980       |
|    policy_gradient_loss | 0.00357    |
|    std                  | 0.0846     |
|    value_loss           | 5.84       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -87         |
| time/                   |             |
|    fps                  | 49          |
|    iterations           | 400         |
|    time_elapsed         | 100115      |
|    total_timesteps      | 5000000     |
| train/                  |             |
|    approx_kl            | 0.017924638 |
|    clip_fraction        | 0.155       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.06        |
|    explained_variance   | 0.323       |
|    learning_rate        | 0.0005      |
|    loss                 | 2.85        |
|    n_updates            | 3990        |
|    policy_gradient_loss | 0.00655     |
|    std                  | 0.0839      |
|    value_loss           | 5.55        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 499        |
|    ep_rew_mean          | -88.6      |
| time/                   |            |
|    fps                  | 49         |
|    iterations           | 401        |
|    time_elapsed         | 100514     |
|    total_timesteps      | 5012500    |
| train/                  |            |
|    approx_kl            | 0.02430306 |
|    clip_fraction        | 0.193      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.06       |
|    explained_variance   | 0.274      |
|    learning_rate        | 0.0005     |
|    loss                 | 2.51       |
|    n_updates            | 4000       |
|    policy_gradient_loss | 0.00915    |
|    std                  | 0.0836     |
|    value_loss           | 5.92       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88.5       |
| time/                   |             |
|    fps                  | 49          |
|    iterations           | 402         |
|    time_elapsed         | 100924      |
|    total_timesteps      | 5025000     |
| train/                  |             |
|    approx_kl            | 0.006628079 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.06        |
|    explained_variance   | 0.284       |
|    learning_rate        | 0.0005      |
|    loss                 | 3.37        |
|    n_updates            | 4010        |
|    policy_gradient_loss | 0.00234     |
|    std                  | 0.0835      |
|    value_loss           | 5.88        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -88.5       |
| time/                   |             |
|    fps                  | 49          |
|    iterations           | 403         |
|    time_elapsed         | 101323      |
