Folder dataImp created!
Folder monitor created!
Folder picture created!
Folder train_par created!
Using cpu device
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.000192      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.341         |
|    learning_rate        | 0.0001        |
|    loss                 | 791           |
|    n_updates            | 3490          |
|    policy_gradient_loss | -7.89e-05     |
|    std                  | 0.995         |
|    value_loss           | 1.61e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 351          |
|    time_elapsed         | 265484       |
|    total_timesteps      | 4387500      |
| train/                  |              |
|    approx_kl            | 0.0006864332 |
|    clip_fraction        | 0.00124      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.319        |
|    learning_rate        | 0.0001       |
|    loss                 | 860          |
|    n_updates            | 3500         |
|    policy_gradient_loss | -0.000479    |
|    std                  | 0.997        |
|    value_loss           | 1.85e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 352           |
|    time_elapsed         | 266371        |
|    total_timesteps      | 4400000       |
| train/                  |               |
|    approx_kl            | 0.00045314696 |
|    clip_fraction        | 0.00118       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.34          |
|    learning_rate        | 0.0001        |
|    loss                 | 940           |
|    n_updates            | 3510          |
|    policy_gradient_loss | -0.000317     |
|    std                  | 0.997         |
|    value_loss           | 1.74e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 353          |
|    time_elapsed         | 267256       |
|    total_timesteps      | 4412500      |
| train/                  |              |
|    approx_kl            | 9.482753e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.314        |
|    learning_rate        | 0.0001       |
|    loss                 | 787          |
|    n_updates            | 3520         |
|    policy_gradient_loss | -8.08e-05    |
|    std                  | 0.992        |
|    value_loss           | 1.73e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.5e+03      |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 354           |
|    time_elapsed         | 268137        |
|    total_timesteps      | 4425000       |
| train/                  |               |
|    approx_kl            | 0.00036852658 |
|    clip_fraction        | 0.00016       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.349         |
|    learning_rate        | 0.0001        |
|    loss                 | 778           |
|    n_updates            | 3530          |
|    policy_gradient_loss | -0.000122     |
|    std                  | 0.994         |
|    value_loss           | 1.7e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 355           |
|    time_elapsed         | 269019        |
|    total_timesteps      | 4437500       |
| train/                  |               |
|    approx_kl            | 0.00068773946 |
|    clip_fraction        | 0.00111       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.356         |
|    learning_rate        | 0.0001        |
|    loss                 | 959           |
|    n_updates            | 3540          |
|    policy_gradient_loss | -0.000255     |
|    std                  | 0.994         |
|    value_loss           | 1.84e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 356          |
|    time_elapsed         | 269905       |
|    total_timesteps      | 4450000      |
| train/                  |              |
|    approx_kl            | 0.0003225634 |
|    clip_fraction        | 9.6e-05      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.328        |
|    learning_rate        | 0.0001       |
|    loss                 | 802          |
|    n_updates            | 3550         |
|    policy_gradient_loss | -0.000179    |
|    std                  | 0.997        |
|    value_loss           | 1.74e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 357           |
|    time_elapsed         | 270789        |
|    total_timesteps      | 4462500       |
| train/                  |               |
|    approx_kl            | 0.00036573212 |
|    clip_fraction        | 0.000528      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.342         |
|    learning_rate        | 0.0001        |
|    loss                 | 855           |
|    n_updates            | 3560          |
|    policy_gradient_loss | -0.000171     |
|    std                  | 0.998         |
|    value_loss           | 1.76e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 358           |
|    time_elapsed         | 271667        |
|    total_timesteps      | 4475000       |
| train/                  |               |
|    approx_kl            | 0.00070714386 |
|    clip_fraction        | 0.000808      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.42         |
|    explained_variance   | 0.305         |
|    learning_rate        | 0.0001        |
|    loss                 | 835           |
|    n_updates            | 3570          |
|    policy_gradient_loss | -0.000254     |
|    std                  | 0.996         |
|    value_loss           | 1.71e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 359           |
|    time_elapsed         | 272537        |
|    total_timesteps      | 4487500       |
| train/                  |               |
|    approx_kl            | 0.00037793245 |
|    clip_fraction        | 0.000728      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.382         |
|    learning_rate        | 0.0001        |
|    loss                 | 712           |
|    n_updates            | 3580          |
|    policy_gradient_loss | -0.000208     |
|    std                  | 0.995         |
|    value_loss           | 1.81e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 360          |
|    time_elapsed         | 273411       |
|    total_timesteps      | 4500000      |
| train/                  |              |
|    approx_kl            | 0.0003338737 |
|    clip_fraction        | 0.00036      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.343        |
|    learning_rate        | 0.0001       |
|    loss                 | 747          |
|    n_updates            | 3590         |
|    policy_gradient_loss | -0.000138    |
|    std                  | 0.991        |
|    value_loss           | 1.77e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 361           |
|    time_elapsed         | 274284        |
|    total_timesteps      | 4512500       |
| train/                  |               |
|    approx_kl            | 0.00020119696 |
|    clip_fraction        | 0.000216      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.301         |
|    learning_rate        | 0.0001        |
|    loss                 | 704           |
|    n_updates            | 3600          |
|    policy_gradient_loss | -2.71e-05     |
|    std                  | 0.991         |
|    value_loss           | 1.71e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.45e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 362          |
|    time_elapsed         | 275156       |
|    total_timesteps      | 4525000      |
| train/                  |              |
|    approx_kl            | 0.0004373279 |
|    clip_fraction        | 0.00096      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.315        |
|    learning_rate        | 0.0001       |
|    loss                 | 703          |
|    n_updates            | 3610         |
|    policy_gradient_loss | -0.000229    |
|    std                  | 0.993        |
|    value_loss           | 1.61e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.45e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 363          |
|    time_elapsed         | 276028       |
|    total_timesteps      | 4537500      |
| train/                  |              |
|    approx_kl            | 0.0005070001 |
|    clip_fraction        | 0.000552     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.301        |
|    learning_rate        | 0.0001       |
|    loss                 | 863          |
|    n_updates            | 3620         |
|    policy_gradient_loss | -0.000434    |
|    std                  | 0.994        |
|    value_loss           | 1.72e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 364           |
|    time_elapsed         | 276904        |
|    total_timesteps      | 4550000       |
| train/                  |               |
|    approx_kl            | 0.00018298447 |
|    clip_fraction        | 0.000792      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.345         |
|    learning_rate        | 0.0001        |
|    loss                 | 770           |
|    n_updates            | 3630          |
|    policy_gradient_loss | -0.000191     |
|    std                  | 0.995         |
|    value_loss           | 1.67e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 365           |
|    time_elapsed         | 277778        |
|    total_timesteps      | 4562500       |
| train/                  |               |
|    approx_kl            | 0.00053768535 |
|    clip_fraction        | 0.000744      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.372         |
|    learning_rate        | 0.0001        |
|    loss                 | 928           |
|    n_updates            | 3640          |
|    policy_gradient_loss | -0.000323     |
|    std                  | 0.995         |
|    value_loss           | 1.82e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -1.49e+03   |
| time/                   |             |
|    fps                  | 16          |
|    iterations           | 366         |
|    time_elapsed         | 278652      |
|    total_timesteps      | 4575000     |
| train/                  |             |
|    approx_kl            | 0.000190366 |
|    clip_fraction        | 0.000144    |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | 0.364       |
|    learning_rate        | 0.0001      |
|    loss                 | 885         |
|    n_updates            | 3650        |
|    policy_gradient_loss | -0.000117   |
|    std                  | 0.996       |
|    value_loss           | 1.77e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 367          |
|    time_elapsed         | 279525       |
|    total_timesteps      | 4587500      |
| train/                  |              |
|    approx_kl            | 0.0010280765 |
|    clip_fraction        | 0.00125      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.332        |
|    learning_rate        | 0.0001       |
|    loss                 | 923          |
|    n_updates            | 3660         |
|    policy_gradient_loss | -0.000329    |
|    std                  | 0.996        |
|    value_loss           | 1.76e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 368          |
|    time_elapsed         | 280399       |
|    total_timesteps      | 4600000      |
| train/                  |              |
|    approx_kl            | 0.0003854439 |
|    clip_fraction        | 0.0002       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.312        |
|    learning_rate        | 0.0001       |
|    loss                 | 1.06e+03     |
|    n_updates            | 3670         |
|    policy_gradient_loss | -0.000156    |
|    std                  | 0.994        |
|    value_loss           | 1.67e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 369          |
|    time_elapsed         | 281266       |
|    total_timesteps      | 4612500      |
| train/                  |              |
|    approx_kl            | 0.0007025461 |
|    clip_fraction        | 0.000744     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.289        |
|    learning_rate        | 0.0001       |
|    loss                 | 814          |
|    n_updates            | 3680         |
|    policy_gradient_loss | -0.000472    |
|    std                  | 0.995        |
|    value_loss           | 1.67e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 370           |
|    time_elapsed         | 282133        |
|    total_timesteps      | 4625000       |
| train/                  |               |
|    approx_kl            | 0.00023175357 |
|    clip_fraction        | 0.000104      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.328         |
|    learning_rate        | 0.0001        |
|    loss                 | 778           |
|    n_updates            | 3690          |
|    policy_gradient_loss | -2.09e-05     |
|    std                  | 0.995         |
|    value_loss           | 1.73e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 371          |
|    time_elapsed         | 283004       |
|    total_timesteps      | 4637500      |
| train/                  |              |
|    approx_kl            | 9.968826e-05 |
|    clip_fraction        | 2.4e-05      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.355        |
|    learning_rate        | 0.0001       |
|    loss                 | 811          |
|    n_updates            | 3700         |
|    policy_gradient_loss | -7.82e-05    |
|    std                  | 0.995        |
|    value_loss           | 1.84e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 372           |
|    time_elapsed         | 283880        |
|    total_timesteps      | 4650000       |
| train/                  |               |
|    approx_kl            | 0.00079065544 |
|    clip_fraction        | 0.00103       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.302         |
|    learning_rate        | 0.0001        |
|    loss                 | 728           |
|    n_updates            | 3710          |
|    policy_gradient_loss | -0.000384     |
|    std                  | 0.994         |
|    value_loss           | 1.64e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 373           |
|    time_elapsed         | 284751        |
|    total_timesteps      | 4662500       |
| train/                  |               |
|    approx_kl            | 0.00040148903 |
|    clip_fraction        | 0.000208      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.31          |
|    learning_rate        | 0.0001        |
|    loss                 | 698           |
|    n_updates            | 3720          |
|    policy_gradient_loss | -0.000229     |
|    std                  | 0.993         |
|    value_loss           | 1.7e+03       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 374          |
|    time_elapsed         | 285625       |
|    total_timesteps      | 4675000      |
| train/                  |              |
|    approx_kl            | 0.0002271545 |
|    clip_fraction        | 0.000112     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.336        |
|    learning_rate        | 0.0001       |
|    loss                 | 748          |
|    n_updates            | 3730         |
|    policy_gradient_loss | -0.000112    |
|    std                  | 0.992        |
|    value_loss           | 1.64e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 499         |
|    ep_rew_mean          | -1.47e+03   |
| time/                   |             |
|    fps                  | 16          |
|    iterations           | 375         |
|    time_elapsed         | 286497      |
|    total_timesteps      | 4687500     |
| train/                  |             |
|    approx_kl            | 0.001420324 |
|    clip_fraction        | 0.00368     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.41       |
|    explained_variance   | 0.351       |
|    learning_rate        | 0.0001      |
|    loss                 | 992         |
|    n_updates            | 3740        |
|    policy_gradient_loss | -0.000565   |
|    std                  | 0.99        |
|    value_loss           | 1.82e+03    |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 376           |
|    time_elapsed         | 287376        |
|    total_timesteps      | 4700000       |
| train/                  |               |
|    approx_kl            | 0.00033290096 |
|    clip_fraction        | 0.000192      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.351         |
|    learning_rate        | 0.0001        |
|    loss                 | 920           |
|    n_updates            | 3750          |
|    policy_gradient_loss | -0.000134     |
|    std                  | 0.99          |
|    value_loss           | 1.7e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 377           |
|    time_elapsed         | 288248        |
|    total_timesteps      | 4712500       |
| train/                  |               |
|    approx_kl            | 0.00021922651 |
|    clip_fraction        | 0.000208      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.339         |
|    learning_rate        | 0.0001        |
|    loss                 | 935           |
|    n_updates            | 3760          |
|    policy_gradient_loss | -0.000129     |
|    std                  | 0.99          |
|    value_loss           | 1.82e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 378          |
|    time_elapsed         | 289120       |
|    total_timesteps      | 4725000      |
| train/                  |              |
|    approx_kl            | 0.0004523274 |
|    clip_fraction        | 0.000296     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.309        |
|    learning_rate        | 0.0001       |
|    loss                 | 732          |
|    n_updates            | 3770         |
|    policy_gradient_loss | -0.000166    |
|    std                  | 0.992        |
|    value_loss           | 1.62e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.49e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 379           |
|    time_elapsed         | 289992        |
|    total_timesteps      | 4737500       |
| train/                  |               |
|    approx_kl            | 0.00016050432 |
|    clip_fraction        | 8e-05         |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.327         |
|    learning_rate        | 0.0001        |
|    loss                 | 840           |
|    n_updates            | 3780          |
|    policy_gradient_loss | -7.1e-05      |
|    std                  | 0.993         |
|    value_loss           | 1.72e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 380           |
|    time_elapsed         | 290867        |
|    total_timesteps      | 4750000       |
| train/                  |               |
|    approx_kl            | 0.00021765925 |
|    clip_fraction        | 0.000392      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.359         |
|    learning_rate        | 0.0001        |
|    loss                 | 961           |
|    n_updates            | 3790          |
|    policy_gradient_loss | -0.000176     |
|    std                  | 0.992         |
|    value_loss           | 1.8e+03       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.48e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 381          |
|    time_elapsed         | 291737       |
|    total_timesteps      | 4762500      |
| train/                  |              |
|    approx_kl            | 0.0007376774 |
|    clip_fraction        | 0.00182      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.322        |
|    learning_rate        | 0.0001       |
|    loss                 | 842          |
|    n_updates            | 3800         |
|    policy_gradient_loss | -0.000344    |
|    std                  | 0.994        |
|    value_loss           | 1.69e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.47e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 382          |
|    time_elapsed         | 292610       |
|    total_timesteps      | 4775000      |
| train/                  |              |
|    approx_kl            | 0.0002661559 |
|    clip_fraction        | 0.000224     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.3          |
|    learning_rate        | 0.0001       |
|    loss                 | 890          |
|    n_updates            | 3810         |
|    policy_gradient_loss | -0.00014     |
|    std                  | 0.992        |
|    value_loss           | 1.66e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.46e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 383           |
|    time_elapsed         | 293475        |
|    total_timesteps      | 4787500       |
| train/                  |               |
|    approx_kl            | 0.00035693665 |
|    clip_fraction        | 0.000416      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.352         |
|    learning_rate        | 0.0001        |
|    loss                 | 926           |
|    n_updates            | 3820          |
|    policy_gradient_loss | -0.000224     |
|    std                  | 0.991         |
|    value_loss           | 1.63e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 384          |
|    time_elapsed         | 294348       |
|    total_timesteps      | 4800000      |
| train/                  |              |
|    approx_kl            | 0.0001410046 |
|    clip_fraction        | 0.000424     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.324        |
|    learning_rate        | 0.0001       |
|    loss                 | 797          |
|    n_updates            | 3830         |
|    policy_gradient_loss | -0.000256    |
|    std                  | 0.992        |
|    value_loss           | 1.82e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 385          |
|    time_elapsed         | 295216       |
|    total_timesteps      | 4812500      |
| train/                  |              |
|    approx_kl            | 0.0004706544 |
|    clip_fraction        | 0.000928     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.34         |
|    learning_rate        | 0.0001       |
|    loss                 | 801          |
|    n_updates            | 3840         |
|    policy_gradient_loss | -0.00026     |
|    std                  | 0.99         |
|    value_loss           | 1.75e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 386           |
|    time_elapsed         | 296086        |
|    total_timesteps      | 4825000       |
| train/                  |               |
|    approx_kl            | 0.00072824897 |
|    clip_fraction        | 0.00132       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.304         |
|    learning_rate        | 0.0001        |
|    loss                 | 797           |
|    n_updates            | 3850          |
|    policy_gradient_loss | -0.000351     |
|    std                  | 0.993         |
|    value_loss           | 1.72e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 387           |
|    time_elapsed         | 296959        |
|    total_timesteps      | 4837500       |
| train/                  |               |
|    approx_kl            | 0.00033602022 |
|    clip_fraction        | 0.000208      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.394         |
|    learning_rate        | 0.0001        |
|    loss                 | 1.19e+03      |
|    n_updates            | 3860          |
|    policy_gradient_loss | -0.000113     |
|    std                  | 0.997         |
|    value_loss           | 1.7e+03       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 388          |
|    time_elapsed         | 297833       |
|    total_timesteps      | 4850000      |
| train/                  |              |
|    approx_kl            | 0.0001247147 |
|    clip_fraction        | 4e-05        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.42        |
|    explained_variance   | 0.33         |
|    learning_rate        | 0.0001       |
|    loss                 | 955          |
|    n_updates            | 3870         |
|    policy_gradient_loss | -6.25e-05    |
|    std                  | 0.995        |
|    value_loss           | 1.82e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 499          |
|    ep_rew_mean          | -1.46e+03    |
| time/                   |              |
|    fps                  | 16           |
|    iterations           | 389          |
|    time_elapsed         | 298706       |
|    total_timesteps      | 4862500      |
| train/                  |              |
|    approx_kl            | 5.496802e-05 |
|    clip_fraction        | 3.2e-05      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.41        |
|    explained_variance   | 0.336        |
|    learning_rate        | 0.0001       |
|    loss                 | 822          |
|    n_updates            | 3880         |
|    policy_gradient_loss | -3.87e-05    |
|    std                  | 0.993        |
|    value_loss           | 1.75e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 390           |
|    time_elapsed         | 299579        |
|    total_timesteps      | 4875000       |
| train/                  |               |
|    approx_kl            | 0.00022762238 |
|    clip_fraction        | 0.0002        |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.315         |
|    learning_rate        | 0.0001        |
|    loss                 | 885           |
|    n_updates            | 3890          |
|    policy_gradient_loss | -0.000166     |
|    std                  | 0.995         |
|    value_loss           | 1.84e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.47e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 391           |
|    time_elapsed         | 300453        |
|    total_timesteps      | 4887500       |
| train/                  |               |
|    approx_kl            | 0.00026318507 |
|    clip_fraction        | 0.000408      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.335         |
|    learning_rate        | 0.0001        |
|    loss                 | 751           |
|    n_updates            | 3900          |
|    policy_gradient_loss | -0.000341     |
|    std                  | 0.994         |
|    value_loss           | 1.65e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 392           |
|    time_elapsed         | 301331        |
|    total_timesteps      | 4900000       |
| train/                  |               |
|    approx_kl            | 0.00014126304 |
|    clip_fraction        | 0.000112      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.317         |
|    learning_rate        | 0.0001        |
|    loss                 | 900           |
|    n_updates            | 3910          |
|    policy_gradient_loss | -5.99e-05     |
|    std                  | 0.995         |
|    value_loss           | 1.74e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 499           |
|    ep_rew_mean          | -1.48e+03     |
| time/                   |               |
|    fps                  | 16            |
|    iterations           | 393           |
|    time_elapsed         | 302208        |
|    total_timesteps      | 4912500       |
| train/                  |               |
|    approx_kl            | 0.00013553454 |
|    clip_fraction        | 1.6e-05       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.41         |
|    explained_variance   | 0.366         |
|    learning_rate        | 0.0001        |
|    loss                 | 777           |
|    n_updates            | 3920          |
|    policy_gradient_loss | -5.14e-05     |
|    std                  | 0.997         |
|    value_loss           | 1.77e+03      |
-------------------------------------------
-------------------------------------------
